student_id,semester,age,gender,level,faculty,city_type,sleep_hours,study_hours,screen_hours_academic,screen_hours_leisure,physical_activity_hours,academic_pressure,social_support,financial_stress,gpa,exam_period,anxiety_score,depressive_symptoms,stress_level,burnout_risk
450,2024S1,26,M,M2,Lettres,Urbain,5.8,3.9,5.9,9.8,0.0,4,2,2,15.6,0,3.4,1.4,4,Moyen
450,2024S1,22,F,Bac,Lettres,Urbain,3.0,5.5,6.8,6.5,0.0,2,2,4,6.6,0,5.3,1.2,3,Faible
451,2023S1,17,M,Bac,Sciences,Rural,8.0,4.0,3.8,3.4,3.2,2,5,4,10.8,1,4.3,3.3,2,Faible
451,2024S2,23,M,L1,Sciences,Rural,7.5,3.5,5.2,4.3,3.0,3,5,3,16.7,1,2.6,1.3,3,Faible
452,2023S2,24,M,L3,Médecine,Urbain,7.3,0.5,2.3,0.8,1.5,4,1,3,18.0,0,5.7,3.5,2,Faible
452,2024S1,27,F,L3,Gestion,Rural,7.9,2.7,5.8,4.8,2.8,5,4,2,10.8,1,6.5,4.9,3,Faible
453,2024S1,24,M,Bac,Lettres,Urbain,5.9,3.0,4.5,5.5,1.3,5,1,5,10.8,1,6.2,4.9,4,Moyen
453,2023S2,19,F,Bac,Gestion,Urbain,6.6,6.2,1.3,2.7,0.5,1,1,5,14.0,0,3.6,4.4,2,Faible
454,2023S2,26,M,L2,Ingénierie,Urbain,5.8,3.7,4.3,3.1,4.6,2,4,2,13.0,0,6.2,2.8,3,Faible
454,2024S1,17,F,L1,Sciences,Rural,7.9,5.5,4.3,2.2,1.0,5,1,4,13.6,0,5.3,6.4,3,Faible
455,2024S1,25,F,L3,Lettres,Rural,3.0,2.9,3.8,6.8,0.0,1,1,5,6.0,1,4.8,2.5,3,Faible
455,2023S2,22,M,Bac,Sciences,Urbain,7.9,0.4,4.4,6.7,0.0,3,3,4,11.3,0,5.9,3.6,2,Faible
456,2024S1,27,F,L2,Gestion,Rural,3.8,6.5,3.4,4.8,4.0,4,4,1,14.4,0,6.9,3.8,4,Moyen
456,2023S1,25,M,L3,Sciences,Rural,6.0,3.0,3.2,4.3,2.3,2,2,3,6.0,0,2.1,3.7,3,Faible
457,2023S1,23,M,M2,Sciences,Urbain,4.8,6.4,3.9,1.5,3.3,2,5,5,7.1,1,3.9,4.6,3,Faible
457,2023S2,17,M,L2,Ingénierie,Urbain,6.1,4.1,2.9,2.6,4.8,1,2,3,6.7,0,4.1,2.3,2,Faible
458,2024S2,17,F,Bac,Ingénierie,Urbain,5.5,7.3,2.3,3.4,1.2,2,2,2,14.0,1,5.5,2.0,3,Faible
458,2023S2,22,F,Bac,Gestion,Urbain,5.8,10.9,5.5,2.7,5.2,4,5,1,9.2,1,3.3,4.1,4,Moyen
459,2023S2,21,M,L2,Sciences,Rural,7.1,5.4,2.5,5.1,1.8,5,5,5,8.4,1,6.3,3.6,3,Faible
459,2024S2,25,F,L2,Droit,Urbain,6.6,1.8,3.2,0.7,2.1,1,1,5,12.2,1,3.2,5.1,3,Faible
460,2024S2,18,F,M1,Gestion,Urbain,7.7,5.6,2.6,1.4,4.1,4,4,4,8.3,1,5.4,4.1,3,Faible
460,2024S2,24,F,L3,Médecine,Urbain,6.9,5.3,1.9,2.7,2.1,2,5,3,13.4,0,2.9,4.2,2,Faible
461,2023S1,27,F,L2,Ingénierie,Rural,4.1,2.0,6.3,0.9,3.3,5,4,1,18.0,0,2.5,2.6,3,Faible
461,2024S1,21,M,L1,Gestion,Urbain,9.6,3.2,0.9,6.0,1.3,4,1,4,10.9,0,1.7,4.3,3,Faible
462,2023S1,18,F,L1,Sciences,Urbain,3.5,3.6,4.2,6.3,2.6,5,2,1,6.2,0,4.1,3.4,3,Faible
462,2024S1,26,M,Bac,Droit,Urbain,6.7,5.2,3.3,0.6,4.1,5,5,1,10.6,0,4.0,1.3,3,Faible
463,2023S1,27,F,Bac,Gestion,Urbain,7.3,2.7,4.4,4.6,2.9,1,5,2,13.5,0,3.0,3.6,1,Faible
463,2024S1,27,F,L2,Sciences,Rural,6.7,2.4,3.2,3.2,1.4,2,1,2,13.2,1,3.2,3.0,2,Faible
464,2023S1,22,F,Bac,Gestion,Urbain,6.0,2.2,4.4,4.0,2.1,3,4,4,14.5,0,4.3,4.4,1,Faible
464,2024S2,26,F,Bac,Ingénierie,Urbain,8.4,0.8,4.0,5.1,1.4,3,4,4,10.2,0,3.2,4.2,3,Faible
465,2023S2,24,F,Bac,Sciences,Urbain,7.9,5.8,4.6,0.0,1.9,3,3,4,11.2,1,4.1,1.2,3,Faible
465,2023S1,20,M,Bac,Droit,Urbain,6.3,4.7,6.6,6.1,4.3,4,2,1,6.0,1,5.7,3.6,3,Faible
466,2024S1,18,F,Bac,Sciences,Rural,5.7,6.1,0.1,5.0,2.2,3,3,5,13.8,0,4.5,3.9,3,Faible
466,2024S2,27,F,L2,Gestion,Urbain,5.2,3.1,3.6,6.2,3.3,2,4,2,8.1,0,4.6,4.0,2,Faible
467,2023S1,21,F,L1,Droit,Rural,5.3,3.0,1.7,0.3,2.8,3,3,5,12.6,0,5.5,5.5,4,Moyen
467,2023S1,18,F,L2,Sciences,Urbain,6.2,5.2,2.2,3.9,3.9,5,4,3,9.4,0,4.8,2.8,4,Moyen
468,2024S2,18,M,L2,Ingénierie,Urbain,4.0,6.3,1.8,5.1,0.4,5,5,2,11.7,1,3.5,3.3,3,Faible
468,2023S1,22,F,M2,Sciences,Rural,6.3,6.5,3.0,4.9,2.3,5,1,3,14.9,0,5.3,2.1,4,Moyen
469,2023S2,27,F,Bac,Sciences,Urbain,7.4,2.3,5.5,5.7,4.8,3,3,3,10.7,1,3.3,2.7,4,Moyen
469,2023S1,26,F,L1,Sciences,Urbain,5.5,6.4,2.8,4.9,1.0,2,5,4,9.8,0,5.1,5.0,3,Faible
470,2023S2,25,M,Bac,Lettres,Rural,6.3,7.5,4.1,0.1,5.3,2,5,1,12.0,0,5.2,1.8,2,Faible
470,2023S2,20,F,L1,Lettres,Rural,6.7,5.3,5.1,6.3,0.7,3,1,5,10.1,0,4.0,5.3,3,Faible
471,2024S2,22,M,M1,Gestion,Urbain,7.0,6.8,2.0,3.0,1.6,2,1,3,9.2,0,3.8,3.6,3,Faible
471,2023S1,23,F,L3,Ingénierie,Urbain,6.0,5.5,2.1,4.4,3.2,3,5,4,17.6,0,5.1,2.7,3,Faible
472,2024S2,27,M,L2,Lettres,Urbain,8.8,2.3,3.5,7.1,2.2,2,5,1,6.4,1,2.2,3.0,2,Faible
472,2023S1,22,M,L1,Médecine,Rural,6.3,6.4,0.3,4.0,0.0,1,3,2,14.0,0,3.3,1.0,1,Faible
473,2023S1,24,M,L2,Ingénierie,Urbain,4.4,5.3,7.1,3.3,2.6,1,3,3,11.6,1,2.2,3.7,3,Faible
473,2024S1,20,F,Bac,Ingénierie,Rural,5.8,2.5,3.5,1.7,2.2,2,2,4,9.5,1,5.5,1.3,3,Faible
474,2023S1,17,F,L2,Sciences,Urbain,8.1,3.4,4.5,1.3,1.2,5,2,4,13.0,0,6.6,3.7,3,Faible
474,2024S2,23,F,L2,Droit,Urbain,8.0,5.3,3.1,1.6,1.6,1,5,4,12.1,0,3.2,2.2,1,Faible
475,2023S2,19,F,L1,Gestion,Urbain,3.9,9.3,4.6,3.9,0.0,4,2,2,16.0,1,4.4,2.3,4,Moyen
475,2023S1,22,F,Bac,Gestion,Urbain,5.9,8.1,3.2,8.4,1.2,3,5,1,8.6,0,4.4,4.0,2,Faible
476,2024S1,18,F,L3,Gestion,Urbain,5.6,0.5,4.5,3.4,3.1,4,1,5,10.5,0,3.4,5.2,3,Faible
476,2024S2,25,M,Bac,Gestion,Urbain,7.4,4.5,5.8,3.9,2.3,2,1,5,15.0,1,3.4,3.8,3,Faible
477,2023S1,17,F,Bac,Sciences,Rural,4.7,7.5,0.0,5.4,3.5,2,3,3,11.4,0,3.7,5.6,3,Faible
477,2024S2,22,F,L1,Médecine,Urbain,8.5,3.7,4.7,2.6,4.8,5,4,1,13.6,0,3.6,3.2,2,Faible
478,2024S1,22,F,L1,Lettres,Urbain,4.2,3.5,2.5,6.7,0.8,1,5,3,15.6,1,4.4,3.0,3,Faible
478,2024S1,21,M,L3,Sciences,Rural,6.1,3.4,1.5,3.0,0.7,1,3,5,13.7,0,4.1,1.8,3,Faible
479,2024S2,21,F,L2,Droit,Rural,4.6,6.2,0.9,6.5,3.4,4,2,2,10.2,1,5.1,3.0,3,Faible
479,2023S1,17,M,L3,Ingénierie,Urbain,7.2,5.3,3.7,5.2,1.8,1,5,1,10.9,1,4.2,1.8,3,Faible
480,2023S2,26,F,L1,Ingénierie,Rural,3.4,5.6,4.0,4.2,1.7,2,3,1,15.7,0,4.8,2.2,2,Faible
480,2024S1,21,F,L3,Médecine,Urbain,6.1,4.1,2.4,2.8,6.1,5,2,3,12.5,0,4.4,3.2,3,Faible
481,2023S1,18,F,M1,Lettres,Urbain,6.0,8.0,1.2,5.9,3.9,3,5,3,11.4,0,4.1,1.8,3,Faible
481,2023S1,23,F,L1,Médecine,Rural,5.0,3.9,3.7,3.8,2.2,4,3,2,13.2,0,4.7,4.4,3,Faible
482,2023S2,19,M,L1,Gestion,Rural,8.0,6.3,3.6,3.0,2.8,4,4,1,8.1,0,3.5,1.8,1,Faible
482,2024S1,20,M,M1,Médecine,Rural,8.7,0.3,4.6,7.2,2.3,3,3,5,11.3,0,4.4,2.5,3,Faible
483,2024S1,19,F,Bac,Gestion,Rural,5.7,4.4,4.7,0.0,0.0,2,5,5,11.8,0,1.6,4.3,3,Faible
483,2023S1,19,M,L1,Sciences,Urbain,6.5,3.6,5.6,7.0,2.5,4,2,4,11.7,0,4.7,3.5,4,Moyen
484,2023S1,20,F,Bac,Sciences,Urbain,5.4,4.7,4.7,8.1,1.8,1,5,5,10.8,1,4.4,4.4,3,Faible
484,2023S2,21,M,Bac,Sciences,Urbain,4.5,1.3,0.6,2.2,1.0,1,5,4,11.1,1,4.8,3.5,2,Faible
485,2023S2,17,M,Bac,Ingénierie,Urbain,4.7,7.8,3.5,2.7,1.4,1,3,4,11.7,0,5.2,2.0,3,Faible
485,2024S1,20,F,L1,Ingénierie,Urbain,4.8,4.8,5.3,1.8,0.1,5,5,3,16.4,0,5.2,3.4,3,Faible
486,2024S2,27,F,L2,Gestion,Urbain,8.0,9.0,5.0,5.7,0.0,3,1,5,6.0,0,4.9,3.4,4,Moyen
486,2024S1,24,F,L1,Médecine,Rural,6.9,6.1,7.9,2.7,1.0,2,4,4,14.1,1,4.7,3.7,3,Faible
487,2023S1,26,M,L3,Sciences,Rural,5.0,5.0,5.1,3.8,0.7,1,2,5,11.7,0,4.2,3.4,2,Faible
487,2024S1,23,F,L1,Sciences,Urbain,5.1,4.5,1.1,5.3,4.9,1,4,5,11.8,1,2.4,3.0,3,Faible
488,2024S2,25,M,M2,Sciences,Urbain,4.9,5.8,0.7,0.8,4.1,5,3,5,10.8,1,7.0,3.6,4,Moyen
488,2023S2,21,M,M2,Ingénierie,Rural,3.7,6.0,3.6,0.9,1.3,1,3,2,13.5,0,4.0,3.9,3,Faible
489,2024S2,26,F,L3,Sciences,Urbain,7.0,5.5,3.8,4.7,2.8,5,1,4,14.9,0,4.6,3.1,4,Moyen
489,2024S2,20,F,M1,Médecine,Rural,6.1,9.0,2.5,3.2,2.0,3,3,5,6.3,0,3.0,1.0,3,Faible
490,2024S2,24,M,L3,Ingénierie,Urbain,8.7,6.8,4.9,2.0,1.2,4,3,3,18.0,0,1.0,2.3,3,Faible
490,2023S2,25,F,M1,Gestion,Urbain,3.4,3.2,0.0,4.0,0.6,1,3,2,12.4,0,6.3,3.3,2,Faible
491,2024S2,23,M,Bac,Gestion,Rural,7.5,2.9,2.7,3.8,1.5,1,4,4,12.3,0,3.5,4.6,2,Faible
491,2024S2,23,F,L1,Ingénierie,Rural,7.6,5.4,0.0,2.2,1.3,3,1,1,7.8,1,2.5,3.7,3,Faible
492,2024S2,21,F,L3,Sciences,Urbain,7.8,4.9,2.1,4.3,1.8,4,5,4,10.3,0,2.8,4.2,2,Faible
492,2023S1,20,F,L1,Ingénierie,Urbain,6.6,5.1,2.9,2.0,5.1,5,2,2,16.1,0,4.5,2.9,4,Moyen
493,2024S2,26,M,L3,Sciences,Rural,7.6,1.3,5.4,5.4,1.9,4,1,3,12.2,0,5.2,3.9,3,Faible
493,2023S2,17,F,M1,Sciences,Urbain,6.7,6.3,1.3,3.6,0.1,1,4,2,13.2,0,3.9,2.8,1,Faible
494,2024S2,26,M,L1,Lettres,Rural,5.3,3.8,3.3,7.7,1.7,3,5,5,10.6,0,5.5,4.5,3,Faible
494,2024S2,26,F,L3,Sciences,Urbain,5.7,9.0,2.6,1.4,3.7,2,5,2,17.9,0,2.8,4.1,3,Faible
495,2023S2,23,M,Bac,Droit,Urbain,5.7,5.0,3.3,2.8,5.1,3,2,1,11.5,0,3.9,1.4,3,Faible
495,2024S2,17,M,L1,Sciences,Urbain,7.9,4.3,2.8,5.9,0.0,5,5,1,15.4,1,4.7,3.0,3,Faible
496,2023S2,17,F,L2,Lettres,Urbain,8.1,5.5,3.0,1.9,2.1,5,1,5,11.5,1,4.9,2.9,3,Faible
496,2024S2,21,M,Bac,Gestion,Urbain,7.4,3.2,2.3,4.1,2.5,1,5,5,13.0,0,3.9,5.1,2,Faible
497,2023S2,25,F,L2,Ingénierie,Urbain,6.4,7.9,4.2,0.0,3.5,3,4,1,13.1,0,5.8,2.5,2,Faible
497,2024S2,22,F,L2,Ingénierie,Urbain,3.4,9.2,5.5,1.9,1.7,2,5,3,14.8,0,4.7,2.8,3,Faible
498,2024S2,19,F,Bac,Gestion,Urbain,7.5,6.0,3.6,2.1,2.0,3,4,2,14.2,0,3.1,1.5,2,Faible
498,2023S1,19,M,L3,Lettres,Urbain,7.4,5.8,7.1,3.7,1.4,5,5,1,10.6,0,2.8,2.1,4,Moyen
499,2023S1,23,M,L2,Ingénierie,Urbain,6.7,3.3,3.6,6.0,0.0,3,2,5,15.5,0,4.5,4.1,3,Faible
499,2024S2,22,M,L1,Sciences,Rural,7.0,4.5,5.0,3.5,3.4,1,1,5,9.0,0,2.6,2.7,2,Faible
500,2024S2,25,F,Bac,Ingénierie,Urbain,5.2,5.6,2.1,3.4,0.6,5,4,3,8.4,0,5.8,3.4,4,Moyen
500,2024S1,22,M,M1,Sciences,Urbain,5.8,2.2,3.3,2.4,0.0,3,5,4,11.1,1,5.0,2.6,3,Faible
501,2023S2,21,F,L3,Droit,Urbain,5.2,7.7,2.9,1.7,1.3,3,3,5,13.2,0,6.5,4.3,4,Moyen
501,2024S1,26,M,Bac,Gestion,Rural,6.1,1.4,1.3,6.0,0.0,1,3,3,8.9,1,3.9,2.6,2,Faible
502,2023S1,23,F,Bac,Sciences,Urbain,7.5,0.4,2.1,4.4,1.4,1,1,1,11.8,0,3.4,3.4,1,Faible
502,2023S1,17,M,L3,Ingénierie,Urbain,6.9,8.0,4.1,3.4,1.3,3,4,4,7.8,0,3.3,3.1,3,Faible
503,2023S1,23,M,L2,Sciences,Urbain,4.8,6.1,5.8,7.2,1.9,2,2,1,11.2,1,2.4,3.4,3,Faible
503,2023S1,19,M,Bac,Lettres,Rural,8.9,2.6,4.5,0.0,1.3,5,2,3,14.9,0,5.6,3.7,2,Faible
504,2024S2,25,M,L2,Droit,Rural,6.5,4.8,4.1,6.0,2.1,3,1,1,9.5,0,5.4,3.2,3,Faible
504,2023S1,22,F,L1,Sciences,Urbain,5.4,5.0,2.0,0.9,4.8,1,2,2,8.3,0,3.1,1.9,1,Faible
505,2024S2,25,M,L3,Ingénierie,Urbain,5.9,4.7,4.4,4.3,0.0,5,5,3,13.1,0,2.8,3.7,3,Faible
505,2024S2,21,F,Bac,Droit,Urbain,5.5,2.4,2.4,5.9,4.3,1,1,4,9.6,1,5.5,4.0,2,Faible
506,2023S1,23,M,L1,Sciences,Urbain,6.6,5.1,1.4,0.4,0.0,5,4,5,18.0,0,6.5,4.5,3,Faible
506,2023S1,20,M,Bac,Ingénierie,Rural,4.4,6.8,1.9,6.5,2.7,3,2,1,12.6,1,4.5,2.9,3,Faible
507,2023S2,23,M,M2,Ingénierie,Urbain,6.7,1.0,3.3,3.7,3.9,4,5,3,15.1,0,5.8,2.3,2,Faible
507,2024S1,17,F,L3,Sciences,Urbain,7.5,3.5,2.5,2.4,1.7,4,2,1,8.1,1,4.2,2.0,3,Faible
508,2023S1,23,F,L3,Sciences,Urbain,7.2,2.2,4.0,4.4,2.3,5,1,3,13.4,1,5.2,3.0,2,Faible
508,2023S2,24,F,L2,Droit,Urbain,6.7,3.0,2.8,5.0,3.1,1,1,3,9.0,0,1.3,2.9,2,Faible
509,2023S2,21,M,L1,Gestion,Urbain,7.1,5.3,4.0,8.7,3.6,1,2,4,11.5,1,4.9,4.6,3,Faible
509,2024S1,18,F,M1,Ingénierie,Rural,6.8,1.9,2.9,3.6,0.2,1,1,1,9.7,0,1.0,2.0,2,Faible
510,2024S2,21,F,Bac,Ingénierie,Urbain,7.8,8.0,3.4,5.7,2.6,3,3,1,15.1,0,5.7,1.1,3,Faible
510,2023S1,22,M,L3,Gestion,Urbain,6.0,4.6,1.7,4.2,1.9,5,1,3,13.0,0,7.2,3.5,4,Moyen
511,2024S1,18,M,Bac,Ingénierie,Urbain,5.0,3.7,6.1,4.7,2.7,3,4,2,12.4,1,1.5,1.9,2,Faible
511,2023S1,22,F,L1,Sciences,Urbain,6.8,0.7,0.6,3.5,2.7,4,2,5,16.1,0,6.5,3.4,3,Faible
512,2023S2,22,F,L2,Sciences,Urbain,7.8,4.8,8.0,2.5,1.9,4,3,5,12.0,1,4.3,3.4,4,Moyen
512,2023S2,17,M,L3,Gestion,Urbain,5.8,4.6,4.4,4.8,2.0,1,2,2,15.1,0,3.9,2.5,2,Faible
513,2024S2,17,F,L3,Sciences,Urbain,8.5,1.9,0.7,2.0,2.8,1,1,4,17.4,1,1.4,3.0,2,Faible
513,2023S2,27,M,L2,Sciences,Rural,6.8,2.5,3.7,0.0,1.3,5,3,2,12.4,0,4.4,2.0,4,Moyen
514,2023S2,26,F,L1,Ingénierie,Urbain,7.6,7.9,3.9,4.2,3.1,4,2,2,12.8,0,2.7,2.6,3,Faible
514,2024S1,19,M,M1,Sciences,Urbain,4.7,3.7,6.2,2.4,0.9,5,1,4,14.9,1,4.7,2.6,4,Moyen
515,2023S1,26,F,Bac,Droit,Urbain,7.4,4.6,1.1,3.4,5.0,4,1,3,16.3,0,5.8,3.8,3,Faible
515,2023S1,26,F,L3,Gestion,Urbain,7.0,5.6,1.1,0.7,2.7,2,2,1,12.4,1,4.8,2.0,2,Faible
516,2024S1,19,M,L2,Sciences,Urbain,9.3,4.2,4.1,5.9,2.4,5,2,5,10.1,1,5.6,4.5,3,Faible
516,2024S2,20,M,L1,Sciences,Urbain,7.0,7.2,3.8,0.0,1.1,2,2,5,14.6,1,3.3,3.5,4,Moyen
517,2023S1,18,F,Bac,Gestion,Urbain,7.2,3.0,6.1,4.9,1.8,3,3,5,13.7,1,3.5,5.0,2,Faible
517,2023S2,25,M,L1,Ingénierie,Rural,5.2,3.6,1.7,5.1,2.6,4,3,2,14.6,0,2.8,2.9,3,Faible
518,2023S1,26,F,L1,Lettres,Urbain,6.7,3.7,1.6,4.4,3.9,2,4,3,14.1,0,4.5,1.5,2,Faible
518,2023S2,27,M,Bac,Médecine,Urbain,7.9,2.9,6.9,6.1,0.3,3,3,3,12.6,1,6.3,6.4,2,Faible
519,2024S2,23,M,Bac,Ingénierie,Rural,5.8,2.7,3.4,1.6,0.0,5,1,2,12.8,1,6.9,3.3,3,Faible
519,2024S1,23,F,L1,Droit,Urbain,5.3,4.6,2.2,7.9,1.3,2,3,4,14.1,0,4.2,2.9,3,Faible
520,2023S1,22,M,L2,Ingénierie,Urbain,9.1,7.2,4.8,2.2,1.4,2,2,4,7.7,0,3.8,3.2,3,Faible
520,2024S1,19,F,L3,Ingénierie,Urbain,5.9,2.1,0.0,5.3,1.3,3,2,3,16.0,0,4.6,3.9,3,Faible
521,2023S1,22,F,Bac,Gestion,Rural,7.6,4.1,4.2,7.6,2.7,2,3,2,13.3,0,4.4,1.2,2,Faible
521,2023S2,24,M,L1,Lettres,Urbain,5.6,6.0,2.4,3.6,2.3,3,1,5,9.5,0,6.6,4.2,3,Faible
522,2024S1,24,M,L1,Gestion,Urbain,5.7,8.5,2.6,2.6,1.7,4,4,1,12.6,0,3.8,1.0,4,Moyen
522,2023S1,27,F,L2,Gestion,Rural,6.1,6.4,5.8,5.6,4.0,4,2,3,16.0,1,4.2,3.2,4,Moyen
523,2023S2,25,F,L3,Ingénierie,Urbain,7.1,4.1,4.3,2.9,5.5,4,5,5,12.9,0,4.2,4.0,3,Faible
523,2024S1,17,F,L2,Médecine,Rural,7.9,3.4,1.5,2.3,2.8,2,4,3,9.8,0,3.3,2.3,2,Faible
524,2024S1,17,M,L3,Sciences,Rural,5.5,6.8,3.6,5.4,2.7,2,5,1,8.2,1,4.8,3.3,2,Faible
524,2023S1,19,F,L2,Gestion,Urbain,7.9,6.3,3.7,5.5,2.1,1,5,4,18.0,0,3.0,1.2,1,Faible
525,2023S1,19,F,L2,Sciences,Rural,6.5,4.5,3.0,3.9,0.3,1,5,3,6.8,0,2.3,2.4,3,Faible
525,2023S1,26,F,L1,Sciences,Rural,6.1,4.1,1.8,4.1,3.5,3,2,2,13.0,0,3.1,1.6,2,Faible
526,2023S2,24,F,L3,Droit,Rural,7.1,8.5,3.9,4.3,1.6,2,2,4,10.2,1,2.5,6.0,3,Faible
526,2023S1,26,F,M1,Ingénierie,Urbain,8.3,8.2,4.8,3.6,1.9,3,5,4,15.1,0,3.6,2.6,2,Faible
527,2024S1,17,F,L2,Sciences,Rural,7.0,5.3,4.3,3.4,2.2,5,5,5,8.4,0,6.2,2.6,3,Faible
527,2024S1,18,F,L3,Ingénierie,Urbain,5.3,4.9,2.2,1.3,0.2,2,4,2,16.8,1,4.6,2.9,2,Faible
528,2023S1,18,F,Bac,Ingénierie,Rural,6.5,2.2,3.2,2.5,4.0,5,2,3,11.6,0,5.6,3.1,3,Faible
528,2023S1,19,M,M1,Médecine,Urbain,7.1,4.6,0.0,4.0,3.3,2,5,3,11.3,1,2.5,2.4,3,Faible
529,2024S2,22,F,Bac,Sciences,Urbain,5.5,6.9,6.4,8.2,0.8,4,1,2,11.1,0,3.3,2.2,3,Faible
529,2024S1,17,M,L1,Sciences,Urbain,6.7,0.6,2.4,1.7,0.4,3,2,4,10.2,1,4.6,5.5,2,Faible
530,2023S2,18,M,Bac,Ingénierie,Urbain,5.3,5.7,2.6,3.0,0.8,1,2,3,10.9,0,5.1,4.8,2,Faible
530,2024S2,17,M,M2,Ingénierie,Urbain,7.2,5.9,1.1,1.4,0.8,4,1,3,14.2,0,5.4,4.1,4,Moyen
531,2023S1,21,M,M1,Sciences,Urbain,8.4,5.9,5.0,0.0,0.3,1,5,3,6.8,1,2.3,3.5,2,Faible
531,2023S1,23,F,M1,Ingénierie,Urbain,6.2,3.2,5.4,6.8,2.5,2,3,1,9.8,0,6.4,2.9,2,Faible
532,2024S1,24,F,L3,Ingénierie,Urbain,7.3,3.9,2.5,5.1,2.5,5,2,2,16.5,0,2.2,2.6,2,Faible
532,2023S1,26,F,L1,Sciences,Urbain,7.7,3.3,1.5,6.7,0.1,5,5,1,11.7,1,4.7,2.1,2,Faible
533,2023S2,17,F,M1,Lettres,Urbain,5.7,8.5,3.5,0.2,5.1,4,1,1,10.3,0,4.6,4.4,3,Faible
533,2024S1,23,M,M2,Lettres,Rural,6.9,7.6,2.9,5.3,0.5,1,1,5,8.2,0,3.2,5.0,2,Faible
534,2023S1,21,M,L2,Sciences,Urbain,7.9,5.2,4.8,8.3,0.0,3,2,3,8.5,0,4.4,2.2,3,Faible
534,2024S1,26,M,Bac,Sciences,Urbain,8.6,4.6,3.3,5.9,3.0,3,1,1,14.9,1,3.4,2.6,2,Faible
535,2023S1,17,F,L2,Médecine,Urbain,5.9,4.5,3.1,5.1,2.0,3,1,2,9.5,0,2.4,3.9,4,Moyen
535,2023S1,19,M,M2,Gestion,Rural,4.7,3.9,4.7,2.5,1.4,1,5,5,14.4,0,3.9,3.8,3,Faible
536,2023S1,23,F,M1,Droit,Urbain,7.1,0.7,0.7,6.9,2.2,5,1,5,9.1,0,5.2,4.6,4,Moyen
536,2023S2,26,F,M1,Ingénierie,Urbain,6.6,4.6,2.9,2.7,1.9,5,3,4,11.6,0,6.1,1.8,3,Faible
537,2023S2,17,F,M1,Gestion,Urbain,6.3,8.6,3.8,5.0,3.0,4,5,4,11.8,0,6.4,3.2,3,Faible
537,2024S1,23,M,M1,Lettres,Rural,5.6,5.1,2.7,1.9,1.7,1,5,5,9.7,0,2.7,4.6,3,Faible
538,2023S1,21,F,L3,Ingénierie,Urbain,7.5,3.3,4.0,3.8,1.3,2,2,2,12.2,0,5.4,1.6,1,Faible
538,2023S1,17,M,L3,Sciences,Rural,5.5,5.0,3.9,6.0,2.3,2,5,1,6.0,0,3.3,4.2,3,Faible
539,2023S2,17,M,L1,Ingénierie,Urbain,5.4,4.1,5.1,5.8,3.2,3,2,4,11.7,0,3.9,3.8,3,Faible
539,2023S1,17,M,L2,Sciences,Rural,6.1,2.5,3.0,4.0,1.9,5,1,1,13.3,0,4.3,3.2,3,Faible
540,2023S2,27,F,L2,Sciences,Urbain,7.6,2.3,0.0,8.3,1.9,5,4,2,9.5,1,2.4,1.9,3,Faible
540,2023S1,25,M,M1,Lettres,Urbain,4.4,4.6,0.7,3.6,3.9,1,3,1,12.6,1,3.3,1.9,2,Faible
541,2024S1,27,M,L1,Sciences,Urbain,4.9,1.6,4.3,6.3,2.1,1,3,5,12.5,0,5.5,3.3,3,Faible
541,2023S1,19,F,Bac,Sciences,Rural,5.2,4.5,3.8,2.9,0.0,4,1,4,12.6,0,5.5,2.6,5,Moyen
542,2023S1,21,F,Bac,Lettres,Urbain,9.1,4.3,3.1,1.5,2.1,1,4,2,8.0,1,3.1,2.5,1,Faible
542,2024S2,27,F,L2,Ingénierie,Urbain,6.7,5.9,3.2,3.6,2.0,4,5,5,12.3,1,5.3,2.5,3,Faible
543,2023S2,26,F,L2,Sciences,Rural,4.8,4.2,2.3,0.6,2.4,3,4,2,6.8,1,6.2,3.6,3,Faible
543,2023S1,25,F,L1,Ingénierie,Urbain,6.1,2.4,2.3,4.6,2.3,3,5,4,10.1,0,3.3,1.0,3,Faible
544,2023S1,22,M,Bac,Sciences,Urbain,7.4,4.8,2.5,4.2,2.0,5,5,1,12.0,0,5.6,2.0,3,Faible
544,2024S2,25,F,L1,Sciences,Urbain,9.1,6.6,3.0,5.2,2.5,5,5,2,12.6,0,4.3,1.4,2,Faible
545,2024S2,24,F,Bac,Lettres,Urbain,4.1,3.4,3.7,4.0,0.2,5,4,4,8.4,1,4.9,3.7,4,Moyen
545,2023S2,24,M,L1,Sciences,Urbain,4.8,7.7,3.4,3.4,5.4,2,1,5,11.1,0,4.9,6.2,3,Faible
546,2024S2,17,F,L1,Gestion,Rural,5.8,4.7,2.9,4.2,2.1,4,5,4,14.4,0,4.9,4.9,3,Faible
546,2024S1,25,M,L1,Sciences,Urbain,5.9,3.8,4.8,6.3,0.4,3,1,1,9.1,1,3.3,2.9,3,Faible
547,2024S2,22,F,L1,Droit,Rural,5.9,3.2,5.1,6.1,0.0,4,5,4,6.0,1,3.7,3.3,3,Faible
547,2024S1,25,M,L1,Gestion,Urbain,6.1,4.9,5.9,6.6,2.7,2,1,5,13.6,1,3.7,3.2,4,Moyen
548,2023S2,19,F,M1,Droit,Urbain,9.1,4.3,3.2,0.0,1.4,2,1,5,9.2,0,2.7,4.0,2,Faible
